handedness,avg,height,weight,name,HR,wn,hn
R,0.278,71,175,John Castino,41,1,2
R,0.278,74,183,Dusty Baker,242,1,1
R,0.278,75,195,George Hendrick,267,1,1
R,0.278,76,205,Ellis Valentine,123,1,1
R,0.279,71,172,Felix Millan,22,1,1
R,0.279,72,190,Keith Moreland,121,1,1
R,0.279,73,180,Mike Vail,34,2,2
R,0.279,73,180,Buddy Bell,201,2,2
R,0.279,74,175,Tony Perez,379,1,1
R,0.28,74,190,Jesus Alou,32,2,3
R,0.28,74,200,Mickey Hatcher,38,1,3
R,0.28,74,190,Steve Henderson,68,2,3
R,0.281,72,185,Cleon Jones,93,2,1
R,0.281,74,185,Gary Matthews,234,2,1
R,0.282,74,205,Wayne Nordhagen,39,1,1
R,0.282,76,215,Tom Paciorek,86,1,1
R,0.283,71,170,Dave Cash,21,1,1
R,0.283,73,190,Glenn Beckert,22,1,2
R,0.283,73,165,Damaso Garcia,36,1,2
R,0.285,74,175,Cesar Cedeno,199,2,1
R,0.285,75,175,Garry Maddox,117,2,1
R,0.286,72,185,Phil Bradley,78,1,1
R,0.286,73,175,Lee Lacy,91,1,1
R,0.287,71,187,Jose Morales,26,1,1
R,0.287,73,200,Richie Zisk,207,1,1
R,0.287,74,215,Lamar Johnson,64,1,1
R,0.288,72,205,Alex Johnson,78,1,2
R,0.288,72,200,Ron LeFlore,59,1,2
R,0.29,71,180,Hal McRae,191,1,1
R,0.291,72,182,Lou Piniella,102,1,1
R,0.292,71,190,Thurman Munson,113,1,2
R,0.292,71,187,Dick Allen,351,1,2
R,0.294,70,192,Steve Garvey,272,1,1
R,0.295,72,201,Bob Watson,184,1,1
R,0.296,72,193,Manny Sanguillen,65,1,1
R,0.297,74,212,Joe Torre,252,1,1
R,0.298,74,200,Jim Rice,382,1,1
R,0.299,75,200,Rico Carty,204,1,1
R,0.304,70,160,Manny Mota,31,1,1
R,0.305,71,180,Bill Madlock,163,1,1
